Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),Sunny
14015,2014,6,5,20.5,TRUE
14015,2014,6,6,20.1,TRUE
14015,2014,6,7,19.9,TRUE
14015,2014,6,8,20.6,TRUE
14015,2014,6,9,21.4,TRUE
14015,2014,6,10,21.2,TRUE
14015,2014,6,11,21,TRUE
14015,2014,6,12,20.7,TRUE
14015,2014,6,13,20.1,TRUE
14015,2014,6,14,18.1,TRUE
14015,2014,6,15,19.7,TRUE
14015,2014,6,16,20.8,TRUE
14015,2014,6,17,19.8,TRUE
14015,2014,6,18,19.6,TRUE
14015,2014,6,19,15,FALSE
14015,2014,6,20,19.4,TRUE
14015,2014,6,21,20,TRUE
14015,2014,6,22,20.4,TRUE
14015,2014,6,23,21.1,TRUE
14015,2014,6,24,21.4,TRUE
14015,2014,6,25,21,TRUE
14015,2014,6,26,20.9,TRUE
14015,2014,6,27,20.2,TRUE
14015,2014,6,28,19.9,TRUE
14015,2014,6,29,20.3,TRUE
14015,2014,6,30,20.8,TRUE
14015,2014,7,1,20.5,TRUE
14015,2014,7,2,19.9,TRUE
14015,2014,7,3,19.9,TRUE
14015,2014,7,4,20.2,TRUE
14015,2014,7,5,20.8,TRUE
14015,2014,7,6,21.2,TRUE
14015,2014,7,7,20.9,TRUE
14015,2014,7,8,20.5,TRUE
14015,2014,7,9,20.5,TRUE
14015,2014,7,10,19,TRUE
14015,2014,7,11,20.3,TRUE
31011,2014,1,1,28.7,TRUE
31011,2014,1,2,27.5,TRUE
31011,2014,1,3,28.1,TRUE
31011,2014,1,4,27.8,TRUE
31011,2014,1,5,18.5,TRUE
31011,2014,1,6,13.9,FALSE
31011,2014,1,7,24.7,TRUE
31011,2014,1,8,21.5,TRUE
31011,2014,1,9,21.6,TRUE
31011,2014,1,10,17.6,TRUE
31011,2014,1,11,10,FALSE
31011,2014,1,12,8.1,FALSE
31011,2014,1,13,8.7,FALSE
31011,2014,1,14,8.7,FALSE
31011,2014,1,15,18.2,TRUE
31011,2014,1,16,16.1,TRUE
31011,2014,1,17,17.7,TRUE
31011,2014,1,18,25,TRUE
31011,2014,1,19,25,TRUE
31011,2014,1,20,28.1,TRUE
31011,2014,1,21,24,TRUE
31011,2014,1,22,26.3,TRUE
31011,2014,1,23,3.8,FALSE
31011,2014,1,24,23.1,TRUE
31011,2014,1,25,24.1,TRUE
31011,2014,1,26,25.2,TRUE
31011,2014,1,27,17.2,TRUE
31011,2014,1,28,6,FALSE
31011,2014,1,29,14.6,FALSE
31011,2014,1,30,11.5,FALSE
31011,2014,1,31,25.2,TRUE
31011,2014,2,1,25.1,TRUE
31011,2014,2,2,12.7,FALSE
31011,2014,2,3,3.6,FALSE
31011,2014,2,4,11.9,FALSE
31011,2014,2,5,8.1,FALSE
31011,2014,2,6,11.5,FALSE
31011,2014,2,7,8,FALSE
31011,2014,2,8,4.2,FALSE
31011,2014,2,9,13,FALSE
31011,2014,2,10,12.2,FALSE
31011,2014,2,11,13.7,FALSE
31011,2014,2,12,11.9,FALSE
31011,2014,2,13,17.1,TRUE
31011,2014,2,14,25.7,TRUE
31011,2014,2,15,24,TRUE
31011,2014,2,16,17.3,TRUE
31011,2014,2,17,23.2,TRUE
31011,2014,2,18,18.5,TRUE
31011,2014,2,19,20.4,TRUE
31011,2014,2,20,20.3,TRUE
31011,2014,2,21,22.7,TRUE
31011,2014,2,22,10.1,FALSE
31011,2014,2,23,10.4,FALSE
31011,2014,2,24,15.4,TRUE
31011,2014,2,25,17.8,TRUE
31011,2014,2,26,23.3,TRUE
31011,2014,2,27,14.9,FALSE
31011,2014,2,28,17.6,TRUE
31011,2014,3,1,12.7,FALSE
31011,2014,3,2,25.1,TRUE
31011,2014,3,3,15,FALSE
31011,2014,3,4,15.4,TRUE
31011,2014,3,5,13.5,FALSE
31011,2014,3,6,23.9,TRUE
31011,2014,3,7,15.4,TRUE
31011,2014,3,8,14.7,FALSE
31011,2014,3,9,23.4,TRUE
31011,2014,3,10,20.7,TRUE
31011,2014,3,11,8.3,FALSE
31011,2014,3,12,10.9,FALSE
31011,2014,3,13,21,TRUE
31011,2014,3,14,13.6,FALSE
31011,2014,3,15,26.6,TRUE
31011,2014,3,16,26.6,TRUE
31011,2014,3,17,26.3,TRUE
31011,2014,3,18,25.2,TRUE
31011,2014,3,19,16,TRUE
31011,2014,3,20,8.2,FALSE
31011,2014,3,21,12.1,FALSE
31011,2014,3,22,9.8,FALSE
31011,2014,3,23,16.1,TRUE
31011,2014,3,24,12.3,FALSE
31011,2014,3,25,14.2,FALSE
31011,2014,3,26,18.4,TRUE
31011,2014,3,27,19.2,TRUE
31011,2014,3,28,15.2,TRUE
31011,2014,3,29,16.1,TRUE
31011,2014,3,30,19.2,TRUE
31011,2014,3,31,23.3,TRUE
31011,2014,4,1,21.6,TRUE
31011,2014,4,2,20.4,TRUE
31011,2014,4,3,22.9,TRUE
31011,2014,4,4,17.9,TRUE
31011,2014,4,5,18.5,TRUE
31011,2014,4,6,19.7,TRUE
31011,2014,4,7,22.3,TRUE
31011,2014,4,8,22.9,TRUE
31011,2014,4,9,20.9,TRUE
31011,2014,4,10,16.5,TRUE
31011,2014,4,11,10.6,FALSE
31011,2014,4,12,3.4,FALSE
31011,2014,4,13,20.3,TRUE
31011,2014,4,14,19.7,TRUE
31011,2014,4,15,20.1,TRUE
31011,2014,4,16,15.9,TRUE
31011,2014,4,17,14.1,FALSE
31011,2014,4,18,15.8,TRUE
31011,2014,4,19,17.9,TRUE
31011,2014,4,20,21.7,TRUE
31011,2014,4,21,6.7,FALSE
31011,2014,4,22,11.2,FALSE
31011,2014,4,23,12,FALSE
31011,2014,4,24,10.9,FALSE
31011,2014,4,25,10,FALSE
31011,2014,4,26,16.6,TRUE
31011,2014,4,27,19.1,TRUE
31011,2014,4,28,21.2,TRUE
31011,2014,4,29,21.3,TRUE
31011,2014,4,30,20.7,TRUE
31011,2014,5,1,21.2,TRUE
31011,2014,5,2,20.9,TRUE
31011,2014,5,3,20.9,TRUE
31011,2014,5,4,21,TRUE
31011,2014,5,5,19.8,TRUE
31011,2014,5,6,21.3,TRUE
31011,2014,5,7,20.9,TRUE
31011,2014,5,8,18.2,TRUE
31011,2014,5,9,17.5,TRUE
31011,2014,5,10,16.5,TRUE
31011,2014,5,11,14.6,FALSE
31011,2014,5,12,13.6,FALSE
31011,2014,5,13,10.2,FALSE
31011,2014,5,14,14.6,FALSE
31011,2014,5,15,12.1,FALSE
31011,2014,5,16,15.1,TRUE
31011,2014,5,17,14.3,FALSE
31011,2014,5,18,14,FALSE
31011,2014,5,19,12.4,FALSE
31011,2014,5,20,12.4,FALSE
31011,2014,5,21,12.7,FALSE
31011,2014,5,22,15.9,TRUE
31011,2014,5,23,12,FALSE
31011,2014,5,24,19.2,TRUE
31011,2014,5,25,19.5,TRUE
31011,2014,5,26,17.3,TRUE
31011,2014,5,27,10,FALSE
31011,2014,5,28,15.1,TRUE
31011,2014,5,29,17,TRUE
31011,2014,5,30,16.4,TRUE
31011,2014,5,31,13.2,FALSE
31011,2014,6,1,11.9,FALSE
31011,2014,6,2,17,TRUE
31011,2014,6,3,18.1,TRUE
31011,2014,6,4,18.3,TRUE
31011,2014,6,5,14.8,FALSE
31011,2014,6,6,14.7,FALSE
31011,2014,6,7,10.3,FALSE
31011,2014,6,8,3.7,FALSE
31011,2014,6,9,6.5,FALSE
31011,2014,6,10,18.6,TRUE
31011,2014,6,11,9.7,FALSE
31011,2014,6,12,9.6,FALSE
31011,2014,6,13,9,FALSE
31011,2014,6,14,15.4,TRUE
31011,2014,6,15,5.3,FALSE
31011,2014,6,16,8.6,FALSE
31011,2014,6,17,12.9,FALSE
31011,2014,6,18,12.5,FALSE
31011,2014,6,19,14.3,FALSE
31011,2014,6,20,18.6,TRUE
31011,2014,6,21,17.9,TRUE
31011,2014,6,22,18.7,TRUE
31011,2014,6,23,15.7,TRUE
31011,2014,6,24,16.8,TRUE
31011,2014,6,25,19.1,TRUE
31011,2014,6,26,15.4,TRUE
31011,2014,6,27,17.3,TRUE
31011,2014,6,28,18.3,TRUE
31011,2014,6,29,18.6,TRUE
31011,2014,6,30,19.5,TRUE
31011,2014,7,1,18.8,TRUE
31011,2014,7,2,18.8,TRUE
31011,2014,7,3,12.4,FALSE
31011,2014,7,4,15.1,TRUE
31011,2014,7,5,18.1,TRUE
31011,2014,7,6,18.1,TRUE
31011,2014,7,7,19.4,TRUE
31011,2014,7,8,17,TRUE
31011,2014,7,9,19.1,TRUE
31011,2014,7,10,18.9,TRUE
31011,2014,7,11,19.5,TRUE
3003,2014,1,1,27.3,TRUE
3003,2014,1,2,26.9,TRUE
3003,2014,1,3,26.4,TRUE
3003,2014,1,4,21.4,TRUE
3003,2014,1,5,27.3,TRUE
3003,2014,1,6,24.9,TRUE
3003,2014,1,7,27.7,TRUE
3003,2014,1,8,29,TRUE
3003,2014,1,9,27.5,TRUE
3003,2014,1,10,26.4,TRUE
3003,2014,1,11,27.2,TRUE
3003,2014,1,12,26.2,TRUE
3003,2014,1,13,25.1,TRUE
3003,2014,1,14,22,TRUE
3003,2014,1,15,21.2,TRUE
3003,2014,1,16,24.8,TRUE
3003,2014,1,17,14.6,FALSE
3003,2014,1,18,4.9,FALSE
3003,2014,1,19,13.4,FALSE
3003,2014,1,20,14.4,FALSE
3003,2014,1,21,19,TRUE
3003,2014,1,22,15.8,TRUE
3003,2014,1,23,20.1,TRUE
3003,2014,1,24,16.3,TRUE
3003,2014,1,25,18.2,TRUE
3003,2014,1,26,13,FALSE
3003,2014,1,27,14.9,FALSE
3003,2014,1,28,15.5,TRUE
3003,2014,1,29,22.7,TRUE
3003,2014,1,30,20.4,TRUE
3003,2014,1,31,27.4,TRUE
3003,2014,2,1,23.5,TRUE
3003,2014,2,2,26.5,TRUE
3003,2014,2,3,22.9,TRUE
3003,2014,2,4,20.8,TRUE
3003,2014,2,5,18.1,TRUE
3003,2014,2,6,18.8,TRUE
3003,2014,2,7,15.1,TRUE
3003,2014,2,8,20.5,TRUE
3003,2014,2,9,11.3,FALSE
3003,2014,2,10,6.7,FALSE
3003,2014,2,11,3.3,FALSE
3003,2014,2,12,13.4,FALSE
3003,2014,2,13,25.2,TRUE
3003,2014,2,14,24.8,TRUE
3003,2014,2,15,22.6,TRUE
3003,2014,2,16,19.7,TRUE
3003,2014,2,17,21.7,TRUE
3003,2014,2,18,22.8,TRUE
3003,2014,2,19,27.6,TRUE
3003,2014,2,20,27.3,TRUE
3003,2014,2,21,24.2,TRUE
3003,2014,2,22,27.2,TRUE
3003,2014,2,23,27.6,TRUE
3003,2014,2,24,28,TRUE
3003,2014,2,25,27.5,TRUE
3003,2014,2,26,21.3,TRUE
3003,2014,2,27,25.6,TRUE
3003,2014,2,28,27.1,TRUE
3003,2014,3,1,26.2,TRUE
3003,2014,3,2,26.6,TRUE
3003,2014,3,3,26.9,TRUE
3003,2014,3,4,27.1,TRUE
3003,2014,3,5,27,TRUE
3003,2014,3,6,25.1,TRUE
3003,2014,3,7,24.8,TRUE
3003,2014,3,8,24.2,TRUE
3003,2014,3,9,16.8,TRUE
3003,2014,3,10,16.4,TRUE
3003,2014,3,11,22.4,TRUE
3003,2014,3,12,23.5,TRUE
3003,2014,3,13,25.5,TRUE
3003,2014,3,14,23.5,TRUE
3003,2014,3,15,24.1,TRUE
3003,2014,3,16,24.4,TRUE
3003,2014,3,17,24.7,TRUE
3003,2014,3,18,13,FALSE
3003,2014,3,19,24.5,TRUE
3003,2014,3,20,24.4,TRUE
3003,2014,3,21,24.9,TRUE
3003,2014,3,22,24.3,TRUE
3003,2014,3,23,23.6,TRUE
3003,2014,3,24,24.3,TRUE
3003,2014,3,25,24,TRUE
3003,2014,3,26,13,FALSE
3003,2014,3,27,24.7,TRUE
3003,2014,3,28,25.1,TRUE
3003,2014,3,29,23.8,TRUE
3003,2014,3,30,23.6,TRUE
3003,2014,3,31,23.7,TRUE
3003,2014,4,1,23,TRUE
3003,2014,4,2,23.3,TRUE
3003,2014,4,3,23.1,TRUE
3003,2014,4,4,23.2,TRUE
3003,2014,4,5,22.9,TRUE
3003,2014,4,6,20.2,TRUE
3003,2014,4,7,20,TRUE
3003,2014,4,8,22,TRUE
3003,2014,4,9,22.4,TRUE
3003,2014,4,10,21.3,TRUE
3003,2014,4,11,20.9,TRUE
3003,2014,4,12,22.7,TRUE
3003,2014,4,13,22.9,TRUE
3003,2014,4,14,22.5,TRUE
3003,2014,4,15,23.2,TRUE
3003,2014,4,16,23.2,TRUE
3003,2014,4,17,23,TRUE
3003,2014,4,18,22.8,TRUE
3003,2014,4,19,22.4,TRUE
3003,2014,4,20,22.2,TRUE
3003,2014,4,21,22.3,TRUE
3003,2014,4,22,22,TRUE
3003,2014,4,23,21.8,TRUE
3003,2014,4,24,21.6,TRUE
3003,2014,4,25,21.4,TRUE
3003,2014,4,26,21.1,TRUE
3003,2014,4,27,20.7,TRUE
3003,2014,4,28,20.6,TRUE
3003,2014,4,29,20.3,TRUE
3003,2014,4,30,18.6,TRUE
3003,2014,5,1,18,TRUE
3003,2014,5,2,20.4,TRUE
3003,2014,5,3,20.2,TRUE
3003,2014,5,4,20.3,TRUE
3003,2014,5,5,19.6,TRUE
3003,2014,5,6,14.8,FALSE
3003,2014,5,7,19,TRUE
3003,2014,5,8,19.5,TRUE
3003,2014,5,9,19,TRUE
3003,2014,5,10,19.1,TRUE
3003,2014,5,11,19.4,TRUE
3003,2014,5,12,19.2,TRUE
3003,2014,5,13,19.1,TRUE
3003,2014,5,14,18.2,TRUE
3003,2014,5,15,19.5,TRUE
3003,2014,5,16,15.7,TRUE
3003,2014,5,17,19.1,TRUE
3003,2014,5,18,13.1,FALSE
3003,2014,5,19,19,TRUE
3003,2014,5,20,18,TRUE
3003,2014,5,21,18.6,TRUE
3003,2014,5,22,18.7,TRUE
3003,2014,5,23,19,TRUE
3003,2014,5,24,18.9,TRUE
3003,2014,5,25,17,TRUE
3003,2014,5,26,18.6,TRUE
3003,2014,5,27,18.9,TRUE
3003,2014,5,28,18.8,TRUE
3003,2014,5,29,16.7,TRUE
3003,2014,5,30,18,TRUE
3003,2014,5,31,18.7,TRUE
3003,2014,6,1,18.5,TRUE
3003,2014,6,2,18.6,TRUE
3003,2014,6,3,18.1,TRUE
3003,2014,6,4,18.7,TRUE
3003,2014,6,5,18.4,TRUE
3003,2014,6,6,18.5,TRUE
3003,2014,6,7,18.4,TRUE
3003,2014,6,8,18.5,TRUE
3003,2014,6,9,18.9,TRUE
3003,2014,6,10,18.3,TRUE
3003,2014,6,11,18.3,TRUE
3003,2014,6,12,18.3,TRUE
3003,2014,6,13,18.7,TRUE
3003,2014,6,14,18.4,TRUE
3003,2014,6,15,18.9,TRUE
3003,2014,6,16,18.9,TRUE
3003,2014,6,17,18.9,TRUE
3003,2014,6,18,18.3,TRUE
3003,2014,6,19,18.2,TRUE
3003,2014,6,20,18,TRUE
3003,2014,6,21,17.4,TRUE
3003,2014,6,22,17.1,TRUE
3003,2014,6,23,17.4,TRUE
3003,2014,6,24,14.3,FALSE
3003,2014,6,25,17.3,TRUE
3003,2014,6,26,18.1,TRUE
3003,2014,6,27,18.6,TRUE
3003,2014,6,28,18.6,TRUE
3003,2014,6,29,18.9,TRUE
3003,2014,6,30,18.8,TRUE
3003,2014,7,1,19,TRUE
3003,2014,7,2,18.9,TRUE
3003,2014,7,3,18.7,TRUE
3003,2014,7,4,19,TRUE
3003,2014,7,5,19.1,TRUE
3003,2014,7,6,18.8,TRUE
3003,2014,7,7,18.6,TRUE
3003,2014,7,8,18.4,TRUE
3003,2014,7,9,18.4,TRUE
3003,2014,7,10,18.7,TRUE
3003,2014,7,11,14.6,FALSE
40913,2014,1,1,31.2,TRUE
40913,2014,1,2,23.4,TRUE
40913,2014,1,3,29.6,TRUE
40913,2014,1,4,30.5,TRUE
40913,2014,1,5,15.7,TRUE
40913,2014,1,6,18.7,TRUE
40913,2014,1,7,27.2,TRUE
40913,2014,1,8,22.1,TRUE
40913,2014,1,9,19.8,TRUE
40913,2014,1,10,14,FALSE
40913,2014,1,11,22.6,TRUE
40913,2014,1,12,27.5,TRUE
40913,2014,1,13,24.6,TRUE
40913,2014,1,14,23.8,TRUE
40913,2014,1,15,26.4,TRUE
40913,2014,1,16,25.3,TRUE
40913,2014,1,17,28.8,TRUE
40913,2014,1,18,24,TRUE
40913,2014,1,19,30.2,TRUE
40913,2014,1,20,29.9,TRUE
40913,2014,1,21,29.7,TRUE
40913,2014,1,22,26.9,TRUE
40913,2014,1,23,6,FALSE
40913,2014,1,24,16.6,TRUE
40913,2014,1,25,11.1,FALSE
40913,2014,1,26,26.6,TRUE
40913,2014,1,27,22.3,TRUE
40913,2014,1,28,17.4,TRUE
40913,2014,1,29,18.1,TRUE
40913,2014,1,30,19.6,TRUE
40913,2014,1,31,12,FALSE
40913,2014,2,1,22.3,TRUE
40913,2014,2,2,22.9,TRUE
40913,2014,2,3,20.1,TRUE
40913,2014,2,4,24,TRUE
40913,2014,2,5,23.1,TRUE
40913,2014,2,6,18.4,TRUE
40913,2014,2,7,17.5,TRUE
40913,2014,2,8,21.6,TRUE
40913,2014,2,9,11.3,FALSE
40913,2014,2,10,18.1,TRUE
40913,2014,2,11,23.6,TRUE
40913,2014,2,12,22.4,TRUE
40913,2014,2,13,24,TRUE
40913,2014,2,14,18.7,TRUE
40913,2014,2,15,26.4,TRUE
40913,2014,2,16,26.9,TRUE
40913,2014,2,17,24.3,TRUE
40913,2014,2,18,18.4,TRUE
40913,2014,2,19,25.9,TRUE
40913,2014,2,20,21.3,TRUE
40913,2014,2,21,18.3,TRUE
40913,2014,2,22,4.7,FALSE
40913,2014,2,23,24.4,TRUE
40913,2014,2,24,20.2,TRUE
40913,2014,2,25,22.5,TRUE
40913,2014,2,26,22.6,TRUE
40913,2014,2,27,26.3,TRUE
40913,2014,2,28,18.8,TRUE
40913,2014,3,1,22.8,TRUE
40913,2014,3,2,17.8,TRUE
40913,2014,3,3,14.7,FALSE
40913,2014,3,4,20.7,TRUE
40913,2014,3,5,13.8,FALSE
40913,2014,3,6,23.7,TRUE
40913,2014,3,7,15.8,TRUE
40913,2014,3,8,20.5,TRUE
40913,2014,3,9,15.4,TRUE
40913,2014,3,10,21.4,TRUE
40913,2014,3,11,19.9,TRUE
40913,2014,3,12,20.8,TRUE
40913,2014,3,13,22.5,TRUE
40913,2014,3,14,19.2,TRUE
40913,2014,3,15,23.1,TRUE
40913,2014,3,16,23.6,TRUE
40913,2014,3,17,22.9,TRUE
40913,2014,3,18,19,TRUE
40913,2014,3,19,18.8,TRUE
40913,2014,3,20,21.4,TRUE
40913,2014,3,21,15.3,TRUE
40913,2014,3,22,18.9,TRUE
40913,2014,3,23,20.5,TRUE
40913,2014,3,24,16.2,TRUE
40913,2014,3,25,7.3,FALSE
40913,2014,3,26,8.8,FALSE
40913,2014,3,27,3,FALSE
40913,2014,3,28,10.6,FALSE
40913,2014,3,29,20,TRUE
40913,2014,3,30,3.8,FALSE
40913,2014,3,31,16.8,TRUE
40913,2014,4,1,20,TRUE
40913,2014,4,2,20,TRUE
40913,2014,4,3,20.7,TRUE
40913,2014,4,4,17.2,TRUE
40913,2014,4,5,20.6,TRUE
40913,2014,4,6,17.3,TRUE
40913,2014,4,7,14.4,FALSE
40913,2014,4,8,13,FALSE
40913,2014,4,9,17.9,TRUE
40913,2014,4,10,17,TRUE
40913,2014,4,11,19.3,TRUE
40913,2014,4,12,14.9,FALSE
40913,2014,4,13,3.4,FALSE
40913,2014,4,14,8.1,FALSE
40913,2014,4,15,13.4,FALSE
40913,2014,4,16,18.1,TRUE
40913,2014,4,17,19.3,TRUE
40913,2014,4,18,19.3,TRUE
40913,2014,4,19,19.5,TRUE
40913,2014,4,20,18.9,TRUE
40913,2014,4,21,18.7,TRUE
40913,2014,4,22,18.7,TRUE
40913,2014,4,23,18.1,TRUE
40913,2014,4,24,18.3,TRUE
40913,2014,4,25,17.9,TRUE
40913,2014,4,26,16.5,TRUE
40913,2014,4,27,15.8,TRUE
40913,2014,4,28,11.2,FALSE
40913,2014,4,29,12.8,FALSE
40913,2014,4,30,14.6,FALSE
40913,2014,5,1,14.3,FALSE
40913,2014,5,2,6.2,FALSE
40913,2014,5,3,15.4,TRUE
40913,2014,5,4,16.3,TRUE
40913,2014,5,5,16.2,TRUE
40913,2014,5,6,16.9,TRUE
40913,2014,5,7,12.9,FALSE
40913,2014,5,8,11.7,FALSE
40913,2014,5,9,16,TRUE
40913,2014,5,10,9.6,FALSE
40913,2014,5,11,14.6,FALSE
40913,2014,5,12,10.7,FALSE
40913,2014,5,13,14.4,FALSE
40913,2014,5,14,12.5,FALSE
40913,2014,5,15,14.3,FALSE
40913,2014,5,16,10.8,FALSE
40913,2014,5,17,13.3,FALSE
40913,2014,5,18,11.3,FALSE
40913,2014,5,19,10.6,FALSE
40913,2014,5,20,11.7,FALSE
40913,2014,5,21,13.7,FALSE
40913,2014,5,22,11.2,FALSE
40913,2014,5,23,12.3,FALSE
40913,2014,5,24,14.4,FALSE
40913,2014,5,25,14.6,FALSE
40913,2014,5,26,14.5,FALSE
40913,2014,5,27,13.2,FALSE
40913,2014,5,28,14.1,FALSE
40913,2014,5,29,13.4,FALSE
40913,2014,5,30,9.7,FALSE
40913,2014,5,31,10.1,FALSE
40913,2014,6,1,12.3,FALSE
40913,2014,6,2,13.4,FALSE
40913,2014,6,3,11.4,FALSE
40913,2014,6,4,12,FALSE
40913,2014,6,5,13.7,FALSE
40913,2014,6,6,12.7,FALSE
40913,2014,6,7,13.8,FALSE
40913,2014,6,8,11.8,FALSE
40913,2014,6,9,11.6,FALSE
40913,2014,6,10,12.8,FALSE
40913,2014,6,11,11,FALSE
40913,2014,6,12,11.5,FALSE
40913,2014,6,13,11.8,FALSE
40913,2014,6,14,5.8,FALSE
40913,2014,6,15,14.1,FALSE
40913,2014,6,16,13.9,FALSE
40913,2014,6,17,14,FALSE
40913,2014,6,18,13.2,FALSE
40913,2014,6,19,8,FALSE
40913,2014,6,20,9.1,FALSE
40913,2014,6,21,12.9,FALSE
40913,2014,6,22,13,FALSE
40913,2014,6,23,13.6,FALSE
40913,2014,6,24,7.6,FALSE
40913,2014,6,25,13.6,FALSE
40913,2014,6,26,14.2,FALSE
40913,2014,6,27,14.2,FALSE
40913,2014,6,28,10.6,FALSE
40913,2014,6,29,14.4,FALSE
40913,2014,6,30,14.1,FALSE
40913,2014,7,1,14.5,FALSE
40913,2014,7,2,14.1,FALSE
40913,2014,7,3,13.7,FALSE
40913,2014,7,4,12.3,FALSE
40913,2014,7,5,12.8,FALSE
40913,2014,7,6,14.5,FALSE
40913,2014,7,7,14.4,FALSE
40913,2014,7,8,14.7,FALSE
40913,2014,7,9,14.7,FALSE
40913,2014,7,10,14.7,FALSE
40913,2014,7,11,15,FALSE
23034,2014,1,1,3.9,FALSE
23034,2014,1,2,6.3,FALSE
23034,2014,1,3,25.3,TRUE
23034,2014,1,4,32.4,TRUE
23034,2014,1,5,23,TRUE
23034,2014,1,6,25.3,TRUE
23034,2014,1,7,32,TRUE
23034,2014,1,8,33.1,TRUE
23034,2014,1,9,32.9,TRUE
23034,2014,1,10,32.2,TRUE
23034,2014,1,11,32.1,TRUE
23034,2014,1,12,32.2,TRUE
23034,2014,1,13,32.3,TRUE
23034,2014,1,14,21.6,TRUE
23034,2014,1,15,23.3,TRUE
23034,2014,1,16,31.6,TRUE
23034,2014,1,17,27.9,TRUE
23034,2014,1,18,29.8,TRUE
23034,2014,1,19,31.6,TRUE
23034,2014,1,20,32,TRUE
23034,2014,1,21,31.9,TRUE
23034,2014,1,22,21.8,TRUE
23034,2014,1,23,20.7,TRUE
23034,2014,1,24,25.9,TRUE
23034,2014,1,25,31.4,TRUE
23034,2014,1,26,31.7,TRUE
23034,2014,1,27,31.9,TRUE
23034,2014,1,28,30.7,TRUE
23034,2014,1,29,29.3,TRUE
23034,2014,1,30,27.6,TRUE
23034,2014,1,31,29.3,TRUE
23034,2014,2,1,29.2,TRUE
23034,2014,2,2,28.7,TRUE
23034,2014,2,3,25.5,TRUE
23034,2014,2,4,30.4,TRUE
23034,2014,2,5,30.5,TRUE
23034,2014,2,6,29.5,TRUE
23034,2014,2,7,28.5,TRUE
23034,2014,2,8,17.8,TRUE
23034,2014,2,9,28.7,TRUE
23034,2014,2,10,28.9,TRUE
23034,2014,2,11,28.3,TRUE
23034,2014,2,12,14.3,FALSE
23034,2014,2,13,2.8,FALSE
23034,2014,2,14,3.3,FALSE
23034,2014,2,15,16.2,TRUE
23034,2014,2,16,26.5,TRUE
23034,2014,2,17,27.9,TRUE
23034,2014,2,18,23.9,TRUE
23034,2014,2,19,23.8,TRUE
23034,2014,2,20,24.4,TRUE
23034,2014,2,21,15.7,TRUE
23034,2014,2,22,23.8,TRUE
23034,2014,2,23,26.7,TRUE
23034,2014,2,24,26.8,TRUE
23034,2014,2,25,25.1,TRUE
23034,2014,2,26,23.2,TRUE
23034,2014,2,27,26.2,TRUE
23034,2014,2,28,26.2,TRUE
23034,2014,3,1,25.5,TRUE
23034,2014,3,2,24.8,TRUE
23034,2014,3,3,25,TRUE
23034,2014,3,4,24.7,TRUE
23034,2014,3,5,24,TRUE
23034,2014,3,6,24.2,TRUE
23034,2014,3,7,24.4,TRUE
23034,2014,3,8,24.1,TRUE
23034,2014,3,9,22.7,TRUE
23034,2014,3,10,9.1,FALSE
23034,2014,3,11,7.4,FALSE
23034,2014,3,12,23.3,TRUE
23034,2014,3,13,21.6,TRUE
23034,2014,3,14,13.6,FALSE
23034,2014,3,15,14.4,FALSE
23034,2014,3,16,16.1,TRUE
23034,2014,3,17,11,FALSE
23034,2014,3,18,17.2,TRUE
23034,2014,3,19,21.8,TRUE
23034,2014,3,20,21.5,TRUE
23034,2014,3,21,19.8,TRUE
23034,2014,3,22,22.1,TRUE
23034,2014,3,23,16.5,TRUE
23034,2014,3,24,18.4,TRUE
23034,2014,3,25,8.1,FALSE
23034,2014,3,26,18.1,TRUE
23034,2014,3,27,19.1,TRUE
23034,2014,3,28,18.3,TRUE
23034,2014,3,29,18.7,TRUE
23034,2014,3,30,18.3,TRUE
23034,2014,3,31,7.8,FALSE
23034,2014,4,1,15.6,TRUE
23034,2014,4,2,13.4,FALSE
23034,2014,4,3,10.6,FALSE
23034,2014,4,4,18.7,TRUE
23034,2014,4,5,18.7,TRUE
23034,2014,4,6,18.7,TRUE
23034,2014,4,7,6.6,FALSE
23034,2014,4,8,4.8,FALSE
23034,2014,4,9,5.6,FALSE
23034,2014,4,10,10,FALSE
23034,2014,4,11,8.1,FALSE
23034,2014,4,12,15.9,TRUE
23034,2014,4,13,15.9,TRUE
23034,2014,4,14,16.1,TRUE
23034,2014,4,15,16.5,TRUE
23034,2014,4,16,15.6,TRUE
23034,2014,4,17,15.9,TRUE
23034,2014,4,18,15.5,TRUE
23034,2014,4,19,12.1,FALSE
23034,2014,4,20,15,FALSE
23034,2014,4,21,11.4,FALSE
23034,2014,4,22,14.6,FALSE
23034,2014,4,23,14.8,FALSE
23034,2014,4,24,14,FALSE
23034,2014,4,25,9.8,FALSE
23034,2014,4,26,12.3,FALSE
23034,2014,4,27,14.3,FALSE
23034,2014,4,28,9.2,FALSE
23034,2014,4,29,10,FALSE
23034,2014,4,30,13.3,FALSE
23034,2014,5,1,7.6,FALSE
23034,2014,5,2,4.1,FALSE
23034,2014,5,3,9.9,FALSE
23034,2014,5,4,12,FALSE
23034,2014,5,5,7.6,FALSE
23034,2014,5,6,11.7,FALSE
23034,2014,5,7,12.7,FALSE
23034,2014,5,8,12.4,FALSE
23034,2014,5,9,3.1,FALSE
23034,2014,5,10,10.3,FALSE
